Country,Year,Area,SafeSanitization,Region
Italy,2017,Total,96.21,Europe
Italy,2017,Urban,96.26,Europe
Italy,2017,Rural,96.09,Europe
Italy,2016,Total,96.2,Europe
Italy,2016,Urban,96.25,Europe
Italy,2016,Rural,96.08,Europe
Italy,2015,Total,96.2,Europe
Italy,2015,Urban,96.25,Europe
Italy,2015,Rural,96.08,Europe
Italy,2014,Total,96.19,Europe
Italy,2014,Urban,96.25,Europe
Italy,2014,Rural,96.08,Europe
Italy,2013,Total,96.19,Europe
Italy,2013,Urban,96.24,Europe
Italy,2013,Rural,96.07,Europe
Italy,2012,Total,96.18,Europe
Italy,2012,Urban,96.24,Europe
Italy,2012,Rural,96.07,Europe
Italy,2011,Total,96.18,Europe
Italy,2011,Urban,96.23,Europe
Italy,2011,Rural,96.06,Europe
Italy,2010,Total,96.17,Europe
Italy,2010,Urban,96.23,Europe
Italy,2010,Rural,96.06,Europe
Italy,2009,Total,96.17,Europe
Italy,2009,Urban,96.22,Europe
Italy,2009,Rural,96.05,Europe
Italy,2008,Total,96.17,Europe
Italy,2008,Urban,96.22,Europe
Italy,2008,Rural,96.05,Europe
Italy,2007,Total,96.16,Europe
Italy,2007,Urban,96.22,Europe
Italy,2007,Rural,96.05,Europe
Italy,2006,Total,96.16,Europe
Italy,2006,Urban,96.21,Europe
Italy,2006,Rural,96.04,Europe
Japan,2017,Total,98.76,Asia
Japan,2016,Total,98.8,Asia
Japan,2015,Total,98.83,Asia
Japan,2014,Total,98.86,Asia
Japan,2013,Total,98.83,Asia
Japan,2012,Total,98.77,Asia
Japan,2011,Total,98.71,Asia
Japan,2010,Total,98.65,Asia
Japan,2009,Total,98.58,Asia
Japan,2008,Total,98.51,Asia
Japan,2007,Total,98.43,Asia
Japan,2006,Total,98.35,Asia
Japan,2005,Total,98.21,Asia
Japan,2004,Total,98.06,Asia
Japan,2003,Total,97.9,Asia
Japan,2002,Total,97.74,Asia
Japan,2001,Total,97.56,Asia
Japan,2000,Total,97.38,Asia
Jordan,2017,Total,80.55,Asia
Jordan,2017,Urban,83.2,Asia
Jordan,2016,Total,80.48,Asia
Jordan,2016,Urban,83.23,Asia
Jordan,2015,Total,80.4,Asia
Jordan,2015,Urban,83.26,Asia
Jordan,2014,Total,80.32,Asia
Jordan,2014,Urban,83.29,Asia
Jordan,2013,Total,80.03,Asia
Jordan,2013,Urban,83.3,Asia
Jordan,2012,Total,79.72,Asia
Jordan,2012,Urban,83.32,Asia
Jordan,2011,Total,79.38,Asia
Jordan,2011,Urban,83.33,Asia
Jordan,2010,Total,79.0,Asia
Jordan,2010,Urban,83.34,Asia
Jordan,2009,Total,78.6,Asia
Jordan,2009,Urban,83.35,Asia
Jordan,2008,Total,78.16,Asia
Jordan,2008,Urban,83.37,Asia
Jordan,2007,Total,77.69,Asia
Jordan,2007,Urban,83.38,Asia
Jordan,2006,Total,77.18,Asia
Jordan,2006,Urban,83.39,Asia
Jordan,2005,Total,76.63,Asia
Jordan,2005,Urban,83.4,Asia
Jordan,2004,Total,76.18,Asia
Jordan,2004,Urban,83.42,Asia
Jordan,2003,Total,76.11,Asia
Jordan,2003,Urban,83.43,Asia
Jordan,2002,Total,76.04,Asia
Jordan,2002,Urban,83.44,Asia
Jordan,2001,Total,75.9,Asia
Jordan,2001,Urban,83.37,Asia
Jordan,2000,Total,75.9,Asia
Jordan,2000,Urban,83.35,Asia
Kazakhstan,2017,Urban,90.53,Asia
Kazakhstan,2016,Urban,90.69,Asia
Kazakhstan,2015,Urban,90.85,Asia
Kazakhstan,2014,Urban,91.01,Asia
Kazakhstan,2013,Urban,91.17,Asia
Kazakhstan,2012,Urban,91.33,Asia
Kazakhstan,2011,Urban,91.48,Asia
Kazakhstan,2010,Urban,91.64,Asia
Kazakhstan,2009,Urban,91.79,Asia
Kazakhstan,2008,Urban,91.94,Asia
Kazakhstan,2007,Urban,92.1,Asia
Kazakhstan,2006,Urban,92.25,Asia
Kazakhstan,2005,Urban,92.4,Asia
Kazakhstan,2004,Urban,92.55,Asia
Kazakhstan,2003,Urban,92.7,Asia
Kazakhstan,2002,Urban,92.86,Asia
Kazakhstan,2001,Urban,92.93,Asia
Kazakhstan,2000,Urban,92.82,Asia
Kuwait,2017,Total,100.0,Asia
Kuwait,2016,Total,100.0,Asia
Kuwait,2015,Total,100.0,Asia
Kuwait,2014,Total,100.0,Asia
Kuwait,2013,Total,100.0,Asia
Kuwait,2012,Total,100.0,Asia
Kuwait,2011,Total,100.0,Asia
Kuwait,2010,Total,100.0,Asia
Kuwait,2009,Total,100.0,Asia
Kuwait,2008,Total,100.0,Asia
Kuwait,2007,Total,100.0,Asia
Kuwait,2006,Total,100.0,Asia
Kuwait,2005,Total,100.0,Asia
Kuwait,2004,Total,100.0,Asia
Kuwait,2003,Total,100.0,Asia
Kuwait,2002,Total,100.0,Asia
Kuwait,2001,Total,100.0,Asia
Kuwait,2000,Total,100.0,Asia
Latvia,2017,Total,85.82,Europe
Latvia,2017,Urban,90.19,Europe
Latvia,2017,Rural,76.51,Europe
Latvia,2016,Total,85.34,Europe
Latvia,2016,Urban,89.81,Europe
Latvia,2016,Rural,75.84,Europe
Latvia,2015,Total,84.86,Europe
Latvia,2015,Urban,89.42,Europe
Latvia,2015,Rural,75.16,Europe
Latvia,2014,Total,84.07,Europe
Latvia,2014,Urban,88.72,Europe
Latvia,2014,Rural,74.22,Europe
Latvia,2013,Total,83.47,Europe
Latvia,2013,Urban,88.23,Europe
Latvia,2013,Rural,73.39,Europe
Latvia,2012,Total,82.86,Europe
Latvia,2012,Urban,87.74,Europe
Latvia,2012,Rural,72.55,Europe
Latvia,2011,Total,82.26,Europe
Latvia,2011,Urban,87.25,Europe
Latvia,2011,Rural,71.73,Europe
Latvia,2010,Total,81.76,Europe
Latvia,2010,Urban,86.91,Europe
Latvia,2010,Rural,70.91,Europe
Latvia,2009,Total,81.32,Europe
Latvia,2009,Urban,86.65,Europe
Latvia,2009,Rural,70.09,Europe
Latvia,2008,Total,80.89,Europe
Latvia,2008,Urban,86.39,Europe
Latvia,2008,Rural,69.28,Europe
Latvia,2007,Total,80.46,Europe
Latvia,2007,Urban,86.13,Europe
Latvia,2007,Rural,68.48,Europe
Latvia,2006,Total,80.04,Europe
Latvia,2006,Urban,85.87,Europe
Latvia,2006,Rural,67.68,Europe
Latvia,2005,Total,79.62,Europe
Latvia,2005,Urban,85.61,Europe
Latvia,2005,Rural,66.89,Europe
Latvia,2004,Total,79.46,Europe
Latvia,2004,Urban,85.67,Europe
Latvia,2004,Rural,66.33,Europe
Latvia,2003,Total,79.3,Europe
Latvia,2003,Urban,85.73,Europe
Latvia,2003,Rural,65.76,Europe
Latvia,2002,Total,79.09,Europe
Latvia,2002,Urban,85.7,Europe
Latvia,2002,Rural,65.14,Europe
Latvia,2001,Total,78.8,Europe
Latvia,2001,Urban,85.55,Europe
Latvia,2001,Rural,64.5,Europe
Latvia,2000,Total,78.83,Europe
Latvia,2000,Urban,85.55,Europe
Latvia,2000,Rural,64.5,Europe
Lebanon,2017,Total,21.76,Asia
Lebanon,2016,Total,21.46,Asia
Lebanon,2015,Total,21.15,Asia
Lebanon,2014,Total,20.84,Asia
Lebanon,2013,Total,20.53,Asia
Lebanon,2012,Total,20.22,Asia
Lebanon,2011,Total,19.91,Asia
Lebanon,2010,Total,19.61,Asia
Lebanon,2009,Total,19.3,Asia
Lebanon,2008,Total,18.99,Asia
Lebanon,2007,Total,18.68,Asia
Lebanon,2006,Total,18.37,Asia
Lebanon,2005,Total,18.06,Asia
Lebanon,2004,Total,17.75,Asia
Lebanon,2003,Total,17.44,Asia
Lebanon,2002,Total,17.14,Asia
Lebanon,2001,Total,17.14,Asia
Lebanon,2000,Total,17.14,Asia
Libya,2017,Total,26.11,Africa
Libya,2016,Total,26.11,Africa
Libya,2015,Total,26.33,Africa
Libya,2014,Total,26.52,Africa
Libya,2013,Total,26.72,Africa
Libya,2012,Total,26.92,Africa
Libya,2011,Total,27.12,Africa
Libya,2010,Total,27.32,Africa
Libya,2009,Total,27.52,Africa
Libya,2008,Total,27.71,Africa
Libya,2007,Total,27.91,Africa
Libya,2006,Total,28.11,Africa
Libya,2005,Total,28.31,Africa
Libya,2004,Total,28.51,Africa
Libya,2003,Total,28.71,Africa
Libya,2002,Total,28.9,Africa
Libya,2001,Total,29.1,Africa
Libya,2000,Total,29.3,Africa
Lithuania,2017,Total,91.31,Europe
Lithuania,2017,Urban,95.16,Europe
Lithuania,2017,Rural,83.32,Europe
Lithuania,2016,Total,90.78,Europe
Lithuania,2016,Urban,94.92,Europe
Lithuania,2016,Rural,82.23,Europe
Lithuania,2015,Total,90.24,Europe
Lithuania,2015,Urban,94.67,Europe
Lithuania,2015,Rural,81.15,Europe
Lithuania,2014,Total,89.7,Europe
Lithuania,2014,Urban,94.43,Europe
Lithuania,2014,Rural,80.06,Europe
Lithuania,2013,Total,89.17,Europe
Lithuania,2013,Urban,94.19,Europe
Lithuania,2013,Rural,78.98,Europe
Lithuania,2012,Total,88.64,Europe
Lithuania,2012,Urban,93.95,Europe
Lithuania,2012,Rural,77.92,Europe
Lithuania,2011,Total,88.1,Europe
Lithuania,2011,Urban,93.71,Europe
Lithuania,2011,Rural,76.86,Europe
Lithuania,2010,Total,87.59,Europe
Lithuania,2010,Urban,93.47,Europe
Lithuania,2010,Rural,75.8,Europe
Lithuania,2009,Total,87.1,Europe
Lithuania,2009,Urban,93.23,Europe
Lithuania,2009,Rural,74.75,Europe
Lithuania,2008,Total,86.59,Europe
Lithuania,2008,Urban,92.99,Europe
Lithuania,2008,Rural,73.69,Europe
Lithuania,2007,Total,86.07,Europe
Lithuania,2007,Urban,92.76,Europe
Lithuania,2007,Rural,72.63,Europe
Lithuania,2006,Total,85.55,Europe
Lithuania,2006,Urban,92.52,Europe
Lithuania,2006,Rural,71.57,Europe
Lithuania,2005,Total,85.02,Europe
Lithuania,2005,Urban,92.28,Europe
Lithuania,2005,Rural,70.52,Europe
Lithuania,2004,Total,84.51,Europe
Lithuania,2004,Urban,92.05,Europe
Lithuania,2004,Rural,69.46,Europe
Lithuania,2003,Total,84.02,Europe
Lithuania,2003,Urban,91.81,Europe
Lithuania,2003,Rural,68.4,Europe
Lithuania,2002,Total,83.53,Europe
Lithuania,2002,Urban,91.57,Europe
Lithuania,2002,Rural,67.34,Europe
Lithuania,2001,Total,83.05,Europe
Lithuania,2001,Urban,91.33,Europe
Lithuania,2001,Rural,66.29,Europe
Lithuania,2000,Total,82.56,Europe
Lithuania,2000,Urban,91.1,Europe
Lithuania,2000,Rural,65.23,Europe
Luxembourg,2017,Total,96.64,Europe
Luxembourg,2017,Urban,97.39,Europe
Luxembourg,2017,Rural,89.27,Europe
Luxembourg,2016,Total,96.05,Europe
Luxembourg,2016,Urban,96.81,Europe
Luxembourg,2016,Rural,88.77,Europe
Luxembourg,2015,Total,95.45,Europe
Luxembourg,2015,Urban,96.24,Europe
Luxembourg,2015,Rural,88.27,Europe
Luxembourg,2014,Total,94.86,Europe
Luxembourg,2014,Urban,95.66,Europe
Luxembourg,2014,Rural,87.78,Europe
Luxembourg,2013,Total,94.27,Europe
Luxembourg,2013,Urban,95.08,Europe
Luxembourg,2013,Rural,87.28,Europe
Luxembourg,2012,Total,93.68,Europe
Luxembourg,2012,Urban,94.51,Europe
Luxembourg,2012,Rural,86.78,Europe
Luxembourg,2011,Total,93.08,Europe
Luxembourg,2011,Urban,93.93,Europe
Luxembourg,2011,Rural,86.29,Europe
Luxembourg,2010,Total,92.49,Europe
Luxembourg,2010,Urban,93.35,Europe
Luxembourg,2010,Rural,85.79,Europe
Luxembourg,2009,Total,91.89,Europe
Luxembourg,2009,Urban,92.78,Europe
Luxembourg,2009,Rural,85.29,Europe
Luxembourg,2008,Total,91.3,Europe
Luxembourg,2008,Urban,92.2,Europe
Luxembourg,2008,Rural,84.8,Europe
Luxembourg,2007,Total,91.27,Europe
Luxembourg,2007,Urban,92.2,Europe
Luxembourg,2007,Rural,84.8,Europe
Luxembourg,2006,Total,91.24,Europe
Luxembourg,2006,Urban,92.2,Europe
Luxembourg,2006,Rural,84.81,Europe
Luxembourg,2005,Total,91.21,Europe
Luxembourg,2005,Urban,92.2,Europe
Luxembourg,2005,Rural,84.81,Europe
Luxembourg,2004,Total,91.18,Europe
Luxembourg,2004,Urban,92.21,Europe
Luxembourg,2004,Rural,84.82,Europe
Luxembourg,2003,Total,91.15,Europe
Luxembourg,2003,Urban,92.21,Europe
Luxembourg,2003,Rural,84.82,Europe
Luxembourg,2002,Total,91.12,Europe
Luxembourg,2002,Urban,92.21,Europe
Luxembourg,2002,Rural,84.83,Europe
Luxembourg,2001,Total,91.09,Europe
Luxembourg,2001,Urban,92.21,Europe
Luxembourg,2001,Rural,84.83,Europe
Luxembourg,2000,Total,91.04,Europe
Luxembourg,2000,Urban,92.21,Europe
Luxembourg,2000,Rural,84.84,Europe
Malaysia,2017,Total,88.63,Asia
Malaysia,2016,Total,87.24,Asia
Malaysia,2015,Total,85.87,Asia
Malaysia,2014,Total,85.04,Asia
Malaysia,2013,Total,84.14,Asia
Malaysia,2012,Total,83.25,Asia
Malaysia,2011,Total,82.38,Asia
Malaysia,2010,Total,81.52,Asia
Malaysia,2009,Total,80.67,Asia
Malaysia,2008,Total,79.91,Asia
Malaysia,2007,Total,79.15,Asia
Malaysia,2006,Total,78.97,Asia
Malaysia,2005,Total,78.77,Asia
Malaysia,2004,Total,78.58,Asia
Malaysia,2003,Total,78.38,Asia
Malaysia,2002,Total,78.17,Asia
Malaysia,2001,Total,77.97,Asia
Malaysia,2000,Total,77.75,Asia
Mali,2017,Total,18.71,Africa
Mali,2017,Urban,9.11,Africa
Mali,2017,Rural,25.54,Africa
Mali,2016,Total,18.02,Africa
Mali,2016,Urban,9.0,Africa
Mali,2016,Rural,24.24,Africa
Mali,2015,Total,17.34,Africa
Mali,2015,Urban,8.89,Africa
Mali,2015,Rural,22.96,Africa
Mali,2014,Total,16.62,Africa
Mali,2014,Urban,8.78,Africa
Mali,2014,Rural,21.68,Africa
Mali,2013,Total,15.91,Africa
Mali,2013,Urban,8.67,Africa
Mali,2013,Rural,20.43,Africa
Mali,2012,Total,15.21,Africa
Mali,2012,Urban,8.55,Africa
Mali,2012,Rural,19.22,Africa
Mali,2011,Total,14.51,Africa
Mali,2011,Urban,8.44,Africa
Mali,2011,Rural,18.04,Africa
Mali,2010,Total,13.82,Africa
Mali,2010,Urban,8.33,Africa
Mali,2010,Rural,16.9,Africa
Mali,2009,Total,13.13,Africa
Mali,2009,Urban,8.21,Africa
Mali,2009,Rural,15.8,Africa
Mali,2008,Total,12.45,Africa
Mali,2008,Urban,8.1,Africa
Mali,2008,Rural,14.73,Africa
Mali,2007,Total,11.77,Africa
Mali,2007,Urban,7.95,Africa
Mali,2007,Rural,13.7,Africa
Mali,2006,Total,11.1,Africa
Mali,2006,Urban,7.81,Africa
Mali,2006,Rural,12.7,Africa
Mali,2005,Total,10.44,Africa
Mali,2005,Urban,7.66,Africa
Mali,2005,Rural,11.75,Africa
Mali,2004,Total,9.79,Africa
Mali,2004,Urban,7.52,Africa
Mali,2004,Rural,10.82,Africa
Mali,2003,Total,9.15,Africa
Mali,2003,Urban,7.38,Africa
Mali,2003,Rural,9.94,Africa
Mali,2002,Total,8.53,Africa
Mali,2002,Urban,7.24,Africa
Mali,2002,Rural,9.08,Africa
Mali,2001,Total,7.93,Africa
Mali,2001,Urban,7.1,Africa
Mali,2001,Rural,8.27,Africa
Mali,2000,Total,7.33,Africa
Mali,2000,Urban,6.95,Africa
Mali,2000,Rural,7.48,Africa
Malta,2017,Total,92.98,Europe
Malta,2017,Urban,92.98,Europe
Malta,2017,Rural,93.03,Europe
Malta,2016,Total,92.99,Europe
Malta,2016,Urban,92.98,Europe
Malta,2016,Rural,93.03,Europe
Malta,2015,Total,92.99,Europe
Malta,2015,Urban,92.99,Europe
Malta,2015,Rural,93.03,Europe
Malta,2014,Total,92.99,Europe
Malta,2014,Urban,92.99,Europe
Malta,2014,Rural,93.03,Europe
Malta,2013,Total,92.99,Europe
Malta,2013,Urban,92.99,Europe
Malta,2013,Rural,93.03,Europe
Malta,2012,Total,93.0,Europe
Malta,2012,Urban,93.0,Europe
Malta,2012,Rural,93.03,Europe
Malta,2011,Total,93.0,Europe
Malta,2011,Urban,93.0,Europe
Malta,2011,Rural,93.03,Europe
Malta,2010,Total,93.0,Europe
Malta,2010,Urban,93.0,Europe
Malta,2010,Rural,93.03,Europe
Malta,2009,Total,93.01,Europe
Malta,2009,Urban,93.0,Europe
Malta,2009,Rural,93.03,Europe
Malta,2008,Total,93.01,Europe
Malta,2008,Urban,93.01,Europe
Malta,2008,Rural,93.03,Europe
Malta,2007,Total,93.01,Europe
Malta,2007,Urban,93.01,Europe
Malta,2007,Rural,93.03,Europe
Malta,2006,Total,93.01,Europe
Malta,2006,Urban,93.01,Europe
Malta,2006,Rural,93.03,Europe
Malta,2005,Total,93.02,Europe
Malta,2005,Urban,93.02,Europe
Malta,2005,Rural,93.03,Europe
Malta,2004,Total,93.02,Europe
Malta,2004,Urban,93.02,Europe
Malta,2004,Rural,93.03,Europe
Malta,2003,Total,93.02,Europe
Malta,2003,Urban,93.02,Europe
Malta,2003,Rural,93.03,Europe
Malta,2002,Total,93.02,Europe
Malta,2002,Urban,93.02,Europe
Malta,2002,Rural,93.03,Europe
Malta,2001,Total,93.03,Europe
Malta,2001,Urban,93.03,Europe
Malta,2001,Rural,93.03,Europe
Malta,2000,Total,93.03,Europe
Malta,2000,Urban,93.03,Europe
Malta,2000,Rural,93.03,Europe
Mexico,2017,Total,50.41,Americas
Mexico,2017,Urban,52.26,Americas
Mexico,2016,Total,47.96,Americas
Mexico,2016,Urban,49.72,Americas
Mexico,2015,Total,45.55,Americas
Mexico,2015,Urban,47.22,Americas
Mexico,2014,Total,43.18,Americas
Mexico,2014,Urban,44.75,Americas
Mexico,2013,Total,40.86,Americas
Mexico,2013,Urban,42.33,Americas
Mexico,2012,Total,38.57,Americas
Mexico,2012,Urban,39.94,Americas
Mexico,2011,Total,36.33,Americas
Mexico,2011,Urban,37.59,Americas
Mexico,2010,Total,34.14,Americas
Mexico,2010,Urban,35.28,Americas
Mexico,2009,Total,31.98,Americas
Mexico,2009,Urban,33.01,Americas
Mexico,2008,Total,29.87,Americas
Mexico,2008,Urban,30.78,Americas
Mexico,2007,Total,27.8,Americas
Mexico,2007,Urban,28.58,Americas
Mexico,2006,Total,25.77,Americas
Mexico,2006,Urban,26.42,Americas
Mexico,2005,Total,23.78,Americas
Mexico,2005,Urban,24.3,Americas
Mexico,2004,Total,21.84,Americas
Mexico,2004,Urban,22.21,Americas
Mexico,2003,Total,19.94,Americas
Mexico,2003,Urban,20.16,Americas
Mexico,2002,Total,18.08,Americas
Mexico,2002,Urban,18.15,Americas
Mexico,2001,Total,17.91,Americas
Mexico,2001,Urban,18.09,Americas
Mexico,2000,Total,17.73,Americas
Mexico,2000,Urban,18.03,Americas
Monaco,2017,Total,100.0,Europe
Monaco,2017,Urban,100.0,Europe
Monaco,2016,Total,100.0,Europe
Monaco,2016,Urban,100.0,Europe
Monaco,2015,Total,100.0,Europe
Monaco,2015,Urban,100.0,Europe
Monaco,2014,Total,100.0,Europe
Monaco,2014,Urban,100.0,Europe
Monaco,2013,Total,100.0,Europe
Monaco,2013,Urban,100.0,Europe
Monaco,2012,Total,100.0,Europe
Monaco,2012,Urban,100.0,Europe
Monaco,2011,Total,100.0,Europe
Monaco,2011,Urban,100.0,Europe
Monaco,2010,Total,100.0,Europe
Monaco,2010,Urban,100.0,Europe
Monaco,2009,Total,100.0,Europe
Monaco,2009,Urban,100.0,Europe
Monaco,2008,Total,100.0,Europe
Monaco,2008,Urban,100.0,Europe
Monaco,2007,Total,100.0,Europe
Monaco,2007,Urban,100.0,Europe
Monaco,2006,Total,100.0,Europe
Monaco,2006,Urban,100.0,Europe
Monaco,2005,Total,100.0,Europe
Monaco,2005,Urban,100.0,Europe
Monaco,2004,Total,100.0,Europe
Monaco,2004,Urban,100.0,Europe
Monaco,2003,Total,100.0,Europe
Monaco,2003,Urban,100.0,Europe
Monaco,2002,Total,100.0,Europe
Monaco,2002,Urban,100.0,Europe
Monaco,2001,Total,100.0,Europe
Monaco,2001,Urban,100.0,Europe
Monaco,2000,Total,100.0,Europe
Monaco,2000,Urban,100.0,Europe
Montenegro,2017,Urban,29.81,Europe
Montenegro,2016,Urban,29.81,Europe
Montenegro,2015,Urban,30.13,Europe
Montenegro,2014,Urban,30.36,Europe
Montenegro,2013,Urban,30.42,Europe
Montenegro,2012,Urban,30.48,Europe
Montenegro,2011,Urban,30.54,Europe
Montenegro,2010,Urban,30.61,Europe
Montenegro,2009,Urban,30.67,Europe
Montenegro,2008,Urban,30.74,Europe
Montenegro,2007,Urban,30.82,Europe
Montenegro,2006,Urban,30.9,Europe
Morocco,2017,Total,38.75,Africa
Morocco,2017,Urban,40.23,Africa
Morocco,2016,Total,38.73,Africa
Morocco,2016,Urban,40.23,Africa
Morocco,2015,Total,38.57,Africa
Morocco,2015,Urban,40.27,Africa
Morocco,2014,Total,38.41,Africa
Morocco,2014,Urban,40.3,Africa
Morocco,2013,Total,38.24,Africa
Morocco,2013,Urban,40.33,Africa
Morocco,2012,Total,37.79,Africa
Morocco,2012,Urban,40.04,Africa
Morocco,2011,Total,37.34,Africa
Morocco,2011,Urban,39.74,Africa
Morocco,2010,Total,36.89,Africa
Morocco,2010,Urban,39.45,Africa
Morocco,2009,Total,36.44,Africa
Morocco,2009,Urban,39.15,Africa
Morocco,2008,Total,35.98,Africa
Morocco,2008,Urban,38.86,Africa
Morocco,2007,Total,35.52,Africa
Morocco,2007,Urban,38.56,Africa
Morocco,2006,Total,35.06,Africa
Morocco,2006,Urban,38.26,Africa
Morocco,2005,Total,34.59,Africa
Morocco,2005,Urban,37.96,Africa
Morocco,2004,Total,34.13,Africa
Morocco,2004,Urban,37.66,Africa
Morocco,2003,Total,33.58,Africa
Morocco,2003,Urban,37.36,Africa
Morocco,2002,Total,33.03,Africa
Morocco,2002,Urban,37.06,Africa
Morocco,2001,Total,32.49,Africa
Morocco,2001,Urban,36.76,Africa
Morocco,2000,Total,32.21,Africa
Morocco,2000,Urban,36.79,Africa
Mozambique,2017,Rural,16.27,Africa
Mozambique,2016,Rural,15.32,Africa
Mozambique,2015,Rural,14.38,Africa
Mozambique,2014,Rural,13.45,Africa
Mozambique,2013,Rural,12.53,Africa
Mozambique,2012,Rural,11.63,Africa
Mozambique,2011,Rural,10.73,Africa
Mozambique,2010,Rural,9.85,Africa
Mozambique,2009,Rural,8.97,Africa
Mozambique,2008,Rural,8.11,Africa
Mozambique,2007,Rural,7.26,Africa
Mozambique,2006,Rural,6.42,Africa
Mozambique,2005,Rural,5.6,Africa
Mozambique,2004,Rural,4.78,Africa
Mozambique,2003,Rural,3.98,Africa
Mozambique,2002,Rural,3.18,Africa
Mozambique,2001,Rural,2.4,Africa
Mozambique,2000,Rural,1.65,Africa
Netherlands,2017,Total,97.47,Europe
Netherlands,2017,Urban,97.48,Europe
Netherlands,2017,Rural,97.45,Europe
Netherlands,2016,Total,97.47,Europe
Netherlands,2016,Urban,97.47,Europe
Netherlands,2016,Rural,97.44,Europe
Netherlands,2015,Total,97.47,Europe
Netherlands,2015,Urban,97.47,Europe
Netherlands,2015,Rural,97.44,Europe
Netherlands,2014,Total,97.47,Europe
Netherlands,2014,Urban,97.47,Europe
Netherlands,2014,Rural,97.44,Europe
Netherlands,2013,Total,97.47,Europe
Netherlands,2013,Urban,97.47,Europe
Netherlands,2013,Rural,97.44,Europe
Netherlands,2012,Total,97.47,Europe
Netherlands,2012,Urban,97.47,Europe
Netherlands,2012,Rural,97.44,Europe
Netherlands,2011,Total,97.46,Europe
Netherlands,2011,Urban,97.47,Europe
Netherlands,2011,Rural,97.44,Europe
Netherlands,2010,Total,97.46,Europe
Netherlands,2010,Urban,97.47,Europe
Netherlands,2010,Rural,97.44,Europe
Netherlands,2009,Total,97.46,Europe
Netherlands,2009,Urban,97.47,Europe
Netherlands,2009,Rural,97.44,Europe
Netherlands,2008,Total,97.46,Europe
Netherlands,2008,Urban,97.46,Europe
Netherlands,2008,Rural,97.44,Europe
Netherlands,2007,Total,97.46,Europe
Netherlands,2007,Urban,97.46,Europe
Netherlands,2007,Rural,97.43,Europe
Netherlands,2006,Total,97.46,Europe
Netherlands,2006,Urban,97.46,Europe
Netherlands,2006,Rural,97.43,Europe
Netherlands,2005,Total,97.46,Europe
Netherlands,2005,Urban,97.46,Europe
Netherlands,2005,Rural,97.43,Europe
Netherlands,2004,Total,97.45,Europe
Netherlands,2004,Urban,97.46,Europe
Netherlands,2004,Rural,97.43,Europe
Netherlands,2003,Total,97.45,Europe
Netherlands,2003,Urban,97.46,Europe
Netherlands,2003,Rural,97.43,Europe
Netherlands,2002,Total,97.45,Europe
Netherlands,2002,Urban,97.46,Europe
Netherlands,2002,Rural,97.43,Europe
Netherlands,2001,Total,97.45,Europe
Netherlands,2001,Urban,97.46,Europe
Netherlands,2001,Rural,97.43,Europe
Netherlands,2000,Total,97.45,Europe
Netherlands,2000,Urban,97.46,Europe
Netherlands,2000,Rural,97.43,Europe
New Zealand,2017,Total,88.68,Oceania
New Zealand,2016,Total,88.08,Oceania
New Zealand,2015,Total,87.47,Oceania
New Zealand,2014,Total,86.87,Oceania
New Zealand,2013,Total,86.28,Oceania
New Zealand,2012,Total,85.68,Oceania
New Zealand,2011,Total,85.08,Oceania
New Zealand,2010,Total,84.49,Oceania
New Zealand,2009,Total,83.89,Oceania
New Zealand,2008,Total,83.3,Oceania
New Zealand,2007,Total,82.71,Oceania
New Zealand,2006,Total,82.12,Oceania
New Zealand,2005,Total,81.53,Oceania
New Zealand,2004,Total,80.95,Oceania
New Zealand,2003,Total,80.36,Oceania
New Zealand,2002,Total,79.78,Oceania
New Zealand,2001,Total,79.19,Oceania
New Zealand,2000,Total,78.61,Oceania
Niger,2017,Total,9.6,Africa
Niger,2017,Urban,23.43,Africa
Niger,2017,Rural,6.9,Africa
Niger,2016,Total,9.32,Africa
Niger,2016,Urban,23.0,Africa
Niger,2016,Rural,6.66,Africa
Niger,2015,Total,9.04,Africa
Niger,2015,Urban,22.56,Africa
Niger,2015,Rural,6.41,Africa
Niger,2014,Total,8.74,Africa
Niger,2014,Urban,22.12,Africa
Niger,2014,Rural,6.15,Africa
Niger,2013,Total,8.43,Africa
Niger,2013,Urban,21.67,Africa
Niger,2013,Rural,5.87,Africa
Niger,2012,Total,8.12,Africa
Niger,2012,Urban,21.22,Africa
Niger,2012,Rural,5.58,Africa
Niger,2011,Total,7.79,Africa
Niger,2011,Urban,20.77,Africa
Niger,2011,Rural,5.28,Africa
Niger,2010,Total,7.45,Africa
Niger,2010,Urban,20.31,Africa
Niger,2010,Rural,4.97,Africa
Niger,2009,Total,7.11,Africa
Niger,2009,Urban,19.85,Africa
Niger,2009,Rural,4.64,Africa
Niger,2008,Total,6.75,Africa
Niger,2008,Urban,19.38,Africa
Niger,2008,Rural,4.3,Africa
Niger,2007,Total,6.37,Africa
Niger,2007,Urban,18.91,Africa
Niger,2007,Rural,3.94,Africa
Niger,2006,Total,5.99,Africa
Niger,2006,Urban,18.44,Africa
Niger,2006,Rural,3.58,Africa
Niger,2005,Total,5.6,Africa
Niger,2005,Urban,17.96,Africa
Niger,2005,Rural,3.2,Africa
Niger,2004,Total,5.19,Africa
Niger,2004,Urban,17.47,Africa
Niger,2004,Rural,2.81,Africa
Niger,2003,Total,4.73,Africa
Niger,2003,Urban,16.92,Africa
Niger,2003,Rural,2.37,Africa
Niger,2002,Total,4.21,Africa
